web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549951874-43","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Md Azaz","Nice look","13 January 2019","Awesome pen smoothest and very NICE LOOK","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549951881-62","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vineeth sree sai g","Happy","12 January 2019","Good","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549951858-9","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Patnaik","Excellent one","8 February 2019","Wonderful pen. Ink colour selection should be provided while buying it. I thought it is black ink as the pen is a black one. Got blue ink refill. But excellent pen...","5.0 out of 5 stars","",""
"1549951878-57","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","milan","So so","13 January 2019","So so","2.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549951885-76","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Pawan Parashar","Very nice","5 February 2019","I like it","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549951869-33","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Deepak","Nice product","5 December 2018","Nice product","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549951858-6","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Anupam Adarsh","Only good for metal body not for smooth writing experience","19 December 2018","Body material is good but the writing experience is not good, writing flow isn't smooth.","3.0 out of 5 stars","",""
"1549951878-53","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","nice pen","30 January 2019","nice pen..
looks good..
writing is also good","3.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549951878-60","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Think tak pen hai","7 January 2019","Good pen. Good pain for your fingers","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549951885-72","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","ravi Mittal","Great product","2 February 2019","Awesome","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549951888-83","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","SIDDIQUI YUSUF","Perfect gift for all ages","14 November 2018","Awesome pen for writing as it is very smooth grip is also good and the look is also cool nice pen within these price range","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549951862-14","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jayanta Narayan Chowdhury","Ultimate smooth & smudge free writing.","25 January 2019","I purchased this product for my friend just because of it's look. However I was not aware about the quality of this product. Next day my friend handed over the pen to me and requested me to write few lines. Wow! It was so smooth. I really enjoyed writing few more lines. Really a quality product with minimal price.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549951888-81","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","SWAPNA HANUMANTHU","It is a very bad product","24 November 2018","Very bad. Does not work properly. Came to me broken. Do not expect much from this product. It will disappoint you.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549951881-69","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Anant K.","Good pen","9 February 2019","Good pen","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549951874-46","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Manoj","True Value for money","23 January 2019","Excellent product. Writing is smooth and no spillage of ink so far. Very elegant look. i fall in love with this pen.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549951858-5","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Shekhar","Nice but heavy.","30 January 2019","It's really heavy. But has a nice smooth feel to hold. Had to change the way I hold a pen because of the weight. The Matt finish is nice. Will update if it comes off. Writing is good. If it was lighter I'd rate it 5 stars.","3.0 out of 5 stars","",""
"1549951866-22","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Dheeraj","Smooth","3 February 2019","Good pen, writes very smooth and looks and style is worth more than we pay","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549951881-66","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","😎","26 January 2019","Good one","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549951885-75","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Excellent pen","8 January 2019","Very stylish","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549951885-78","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Madhan Kumar","Waste pen","21 September 2018","Do not buy this pen, it is not working repaired pen","1.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549951862-12","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","romi d.","System","17 October 2018","It is write very smooth but this is spoil in 10 days","2.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549951874-44","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Abhas G.","Cheap quality","27 January 2019","Just after 2 days of using it..this happened.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549951885-80","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","dhiraj","Awesome pen","24 September 2018","Classic product from Cello, writes awesome, worth for the money I paid for ...can try better alternatives for regular Parker pen like beta...","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549951881-68","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","subash","Rich look","11 November 2018","Good","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549951866-29","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ajay","Not at all good for writing and signature","27 January 2019","Useless pen. Not at all good for writing as well as for signature. Pen point is not sharp.
Weight of pen is too much on upper side, it slip from hand","1.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549951858-2","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rishiraj Acharya","Great pen just for unboxing!","21 January 2019","Very nice pen with an elegant classy matte finish which really looks premium. The writing is one of the smoothest in metal pens.
Downsides are that the black finish will fade away much faster than you would even expect and the refill is really hard to find in markets.
Also I got the pen for just ₹ 112 and I am kinda happy how you have to pay the full ₹ 150 cost! cry a little!","4.0 out of 5 stars","",""
"1549951874-42","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Puneet K Dwivedi","Good forpocket","31 January 2019","Not good at all","1.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549951858-8","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Tamilmani G","Awesome look but tough to handle","21 December 2018","This pen has a great look but, when it comes to the smoothness, I wouldn’t say it is that good !
Though this pen satisfied me by appearance, it didn’t satisfy me by its writing.

Overall it is really worth the money and it is a GOOD PEN","3.0 out of 5 stars","",""
"1549951869-38","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Aamir","Good quality","19 January 2019","Good quality product...
Give feel of premium product in less budget","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549951881-70","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Hemant nagade","Good pen","31 January 2019","Good pen. But what about refill.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549951869-34","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Very good product","7 February 2019","Matt finish","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549951862-11","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Deepak Mathur (Alonso Raja Boii)","Excellent","21 December 2018","Love the pen and i can say that it's the best oen ever i use","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549951869-32","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Manpreet Kaur","Super attractive and super soft","28 January 2019","Worth it.... Super soft","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549951881-64","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Partha Chakraborty","Nice Writing Instrument","30 January 2019","Writing is smooth. And the look is very elegant.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549951878-58","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Harsh Chudgar","Nice Color","25 January 2019","Good quality pen.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549951862-16","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sunil K.","Piece of Art","27 January 2019","It's really a piece of art. I was afraid of the colour shown in picture, but what I recieved is even classy. Holding it in your hands will make you feel trendy.

If Cello can read this :: you can make tip of this pen Golden or Black","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549951869-36","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","SOUMYA DUTTA","Great product.","14 January 2019","Great smoothing product and carries a weight. Not getting black refill as the blue refill supplied with the pen","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549951858-7","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sairam","Excellent pen -value for money - especially with twist mechanism","21 December 2018","The pen is carbon black with blue refill and elegant look.  Smooth writing - and it is ""thin and dark"".  This is of metallic body and precise length, for both holding while writing as well as keeping in the shirt pockets.

I haven't seen this ""twist"" type refill availability - from Bic Cello  in the market.","5.0 out of 5 stars","",""
"1549951885-73","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Great quality with on time delivery","31 January 2019","Superb quality","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549951866-26","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Romil s.","Ek no.","15 November 2018","Baap of all pens","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549951881-61","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rajib Dhar","Product worth buying","26 January 2019","Product is excellent very sheik","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549951885-71","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Atul jain","Great","3 December 2018","Great Product","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549951874-49","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","SANJAY SINGH","*****","31 January 2019","Good product","4.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549951862-19","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Salman","Black and beautiful","23 November 2018","Matt black, nice finish for the price. Smooth writing","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549951862-15","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Saikat sarkar","Magnificient","3 November 2018","Perfection defined","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549951881-63","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mahaboob","Nice","18 January 2019","Simply superb","5.0 out of 5 stars","Next page→","https://www.amazon.in/Cello-Signature-Carbon-Ball-Pen/product-reviews/B07GQQCC9G/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
