web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549952090-101","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ashraf Khan","Value for money, Great for Gaming and Average battery life","4 February 2019","Average Battery life... Great for Gaming , Best Value for money. U will not get anything better at this price. U might have to upgrade the RAM though.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952118-126","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Value for money","24 December 2018","product is awesome.  I brought  it at 75k. Only problem is its battery which  last for around 2-3 hr. At this price this configuration is really good. SSD of 128 GB take 2-3 sec to boot up. Its really quick.  Processor base speed can be made better. Overall, it is providing value for money.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952099-113","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rohit Gupta","It is too good","30 January 2019","Awesome performance and good graphics","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952090-97","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","kingsman","Great for video editing","28 December 2018","Got this for video editing, and it works great. SSD is enough to handle windows and other apps. Boot up is instantaneous. Full HD screen gives great detail. RAM could've been 16gb for smoother handling of 4k video. Value for money for me","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952099-114","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","sudheer","Seems like it's been used before","28 January 2019","Seems like it was used before","3.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952099-106","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","khushboo","Beast","20 July 2018","It’s a beast got for 69990 grab at that price only","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952099-110","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","FamBoy","Display sub par. Otherwise perfect","29 December 2018","Display could have been a lot better.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952085-91","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Acer Nitro 5 i7 after 5 month of use","12 November 2018","Ok, some times it hangs. Regularly switch off else its performance will drops drastically...","3.0 out of 5 stars","",""
"1549952085-92","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amit K.","Mobile workstation for serious users","25 December 2018","This gaming laptop doesn't shout ""built for gamers"" in front of it's audience which makes it suitable for being carried around into an office workspace or a business meeting provided that it is handled with care because it has got an all-plastic body.

Display clarity is excellent for normal usage, however I am bit less impressed with the keyboard. i7 8750h , 8 GB ram and dual cooling fans allow lot of headroom for running CPU-intensive tasks for moderate duration, if you are a software developer or a guy planning to run productivity tools then this laptop is the best bargain in the given price range. Laptop throttles itself while running on battery (to preserve battery) hence if you want to extract the maximum power, for example during gaming, then keep the AC supply plugged in. Battery life is equal to or better than several gaming laptops in the comparable price range, expect 1.5-2.5 hours of continuous use while on battery.

This laptop will run most of the same applications your desktop does however this one is certainly not a complete replacement for your desktop PC. CPU runs moderately hot at 5-10% workload (45-55 degree Celsius) while my desktop CPU sits ""cool"" at 19-30 degrees at similar workload and one must ensure sufficient airflow through the bottom during moderate to heavy use, don't place this laptop in your lap or in bed if you don't want to experience overheating and thermal throttling issues.","5.0 out of 5 stars","",""
"1549952118-133","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Himalaya chaudhary","Five Stars","13 July 2018","Better than msi by 25% by the processor so no need to go for msi @ same price tag","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952085-87","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nitish N.","The ultimate bang for your buck. Hands down the best price: performance ratio that could be there","19 October 2018","I got this beast during a sale at a net price of 69,000. At the time of writing this it costs approximately 89,000.
For the price I got it at, there was no question of finding a better choice. There simply wasn't one.

The specs are absolutely fantastic. It can handle games like FIFA and Rocket League at max settings and some AAA titles at high settings with ease. The SSD which, as a standalone product is one of the lowest tier models around, does help in application boot times and OS boot time. Transfer speeds are so-so.

The display is in my opinion the 2nd best in class, only to be beaten by the Dell Inspiron 7000 series, but that's notably more expensive. Its bright, very good colour balance, and the matte finish make it quite pleasing to look at. This is good enough, I believe for media creation and editing work as the colours are crisp and cover a good segment of the Adobe RGB spectrum. The specs make it a great mobile workstation.

The build is generally quite nice , with good quality plastic on the outside and a sturdy base. The keyboard is quite good and typing on it is a good experience. It has well spaced keys, with a nice typing pressure. They're slightly on the softer side and are quiet too. The trackpad is a good size and is very good to use. It works with Windows' inbuilt touchpad settings. No nonsense 3rd party drivers and customisation software to deal with.

The sound quality is also not that good, with fairly ordinary speakers. But this is to be expected since it isn't a full fledged gaming machine. The presence of Dolby software however makes for good output through headphones.

The hexacore i7 is a joy to work with. Very snappy and quite power efficient. Which sadly doesn't help the overall battery life, due to the presence of a desktop grade graphics card. However, if someone is looking for battery life, then a gaming laptop of any kind is the wrong category to browse. For me it's as expected.

The laptop is well equipped with ports and even includes a USB 3.1 type-c port, which is great for a bit of future-proofing and high speed data transfer.

The cons are that the cooling system isn't well designed. Over time it will impact system performance and will require more maintenance than other laptops of this category to ensure smooth function. You will find laptops from MSI and Asus with much better cooling design, but for slightly higher prices, & you will be giving up on display quality.
The keyboard backlight has only an on and off function. Brightness control would have been a very good option. It's great for the day but too bright for dark rooms.

The frame of the screen doesn't have any metal in it so it's quite flexible. That helps to reduce weight but causes a lot of flex when being bent. So added care is needed while handling it or loading it in a backpack.

For a model running in 2018, it has too few USB 3.0 ports. Even the type-c port is of an old standard. This bit is just sad.

But, for me, the price at which I got it, I'm simply in no position to complain. It's a phenomenal bang for my buck. I would suggest buyers to keep an eye out for it's price, in case it falls again.","4.0 out of 5 stars","",""
"1549952109-121","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Abhishek","Absolute beast of a laptop","12 July 2018","It is an amazing laptop. I bought it for 75k and for that it is a steal.
Pros:
1.the i7-8750h can easily handle all your heavy tasks like editing and photoshop considering it has 6core/12threads compared to the last gen 7700hq
2.the 1050ti is more than capable for playing AAA titles at more than 60 fps at high-medium settings

Cons:
1.the laptop fan when under heavy usage makes quite audible. But it is nothing that bothering
2.with all the specs it has 8gb ram which is more than enough for daily usage and gaming. But there might be a few who would require more for editing and photoshop.
3.the screen is an ips display which is great but is 60hz. Newer models of other brands and even acer predator are coming with 120hz

If this laptop is available at a lower price then go for it. If you want to buy it at mrp it is still not a bad choice but there are a bit better options(screen 120hz ones) for a few bucks more. Overall very happy with the laptop :)","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549952099-115","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Joy Bhadra","The best gaming laptop","3 November 2018","This product better for gaming","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952109-122","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","hello","good for the price i got.","20 July 2018","got it for around 55000 rs after many discounts and cashbacks during prime day sale.now coming to details of laptop, heats a lot even with maximum speed of fans, camera quality is below average, battery 3hours for low to moderate usage ,2hours for high usage without gaming,even though keyboard is red backlit one  it doesnot have notification lights for capslock and numlock and letters are printed in red colour.letters wont be visible in low light withought backlit.  screen quality is decent, ram is 2667mhz one ,ssd read speed 550MB/s but write speed 140MB/s only.hdd is 7200rpm one .","4.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549952099-111","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ramesh cheeku","Beast","17 November 2018","Go for it.........amazing features wait for 75k","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952085-89","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","John doe","GEEK BENCH 4 11k-13k only !! FRAUD","20 August 2018","GEEK BENCH 11k-13k ! WTH !!! other laptops gave me 22k+ for same processor !!  I RETURNED IT ! NOT GOOD FOR DAILY USE !","3.0 out of 5 stars","",""
"1549952085-94","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Lakshit sagar","Not for gaming","8 December 2018","Good battery good laptop good i got this for 55155 rs only","5.0 out of 5 stars","",""
"1549952099-112","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","murthy","Affordable Gaming Laptop","26 January 2019","Battery Life is not good. Performance wise it's a beast","3.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952090-102","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Value for money","6 November 2018","The batter life is not great but this is expect  from a gaming laptop. The processor is very good (i7-8750H 8 the Gen.). The ssd offers a speed of 120 MBps or 1000mbps. All over it is a very powerful laptop for gaming.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952085-86","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","ChoicesSimplified","Budget Gaming Laptop with decent performance. Got it at a steal price...","18 July 2018","Ordered the laptop on Prime Day sale. Laptop was delivered within 2 days, kudos to Amazon for being super fast as always. I got a great deal on this laptop, the effective cost for me is about 55k (Prime Day Sale 69k - Exchange 10k - Bank Cashback 4k), the current price at the time of writing this review is showing as 93k, which means I saved close to 38k... Thanks to Amazon! Now coming back to initial impressions :

Pros :
* Performance is great, 8th Gen i7, GTX 1050Ti with an SSD helps a lot. (A restart completes within 30 seconds)
* Build quality seems decent and feels like it will last for few years.
* Red accents give it a sporty look, especially the back-lit keyboard is a treat to my eyes.
* Acer's NitroSense, QuickAccess and CareCenter are very helpful tools which allows you to control the Fan Speed, Performance, Cleanup etc
* At the price I bought, its the most VFM laptop. All other laptops with similar specs cost a lot high and feel very expensive compared to this.

Cons :
* The laptop does heat up on playing games. I tried CS:GO at High settings and the CPU touched 98deg while the GPU touched 75deg. The fans were running loud but didn't improve the temperature as much as I'd like it to. (Sitting in a AC room with 22deg temp)
* There were quite a bit of bloatware installed which I had to uninstall before I could do anything else.
* The 128GB SSD doesn't feel adequate as I have already filled up 80GB out of available 118GB storage space within few hours only by installing very minimum applications that I needed.
* The keys on the keyboard are very odd, the layout isn't the best. I tend to press Home instead of Del often. The arrow keys are very thin and feel congested.
* The battery feels inadequate for this laptop, Acer could've given a battery with more capacity.

Other Notes :
* I loved the Laptop's box, Acer did a good job in designing it.
* The power button is flushed with the keyboard layout. (Top right corner key)
* Although the laptop has red accents at multiple places, it has a rather strange purple accent within the power inlet and at power adapter pin end.
* Finally at the current price of 93K, I'd look at MSI or Asus ROG series instead of Nitro series since they are more gaming focused.","5.0 out of 5 stars","",""
"1549952090-105","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Slow boot","3 January 2019","Start up takes 40-50 sec sometimes , although hardware is not to be blamed, maybe the problem lies with the windows","1.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952099-108","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","abhishek","its doesn't working properly and screen was hang after boot up and i need replacemm","23 January 2019","its doesn't working properly and screen was hang after boot up and i need replacement .very bad Amazon not expected from amazon atlast and seller cheated on me","1.0 out of 5 stars","Next page→","https://www.amazon.in/Acer-15-6-inch-Windows-Graphics-AN515-52/product-reviews/B07DDM9DDJ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
