web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549952536-146","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","sunil mehta","Four Stars","31 August 2018","It's outstanding quality product at reasonable price","4.0 out of 5 stars","",""
"1549952540-156","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","PAWAN KUMAR","Comfort shoes","18 October 2018","Comfort shoes","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952549-171","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","DEEPU JAISHWAL","Nice","7 November 2018","Nice","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549952540-152","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","VIKRAM SINGH","Cheap price best","4 November 2018","Comfort","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952540-154","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nilesh sabale","Comfortable","12 November 2018","Good product value for money","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952544-164","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","anil patel","Dr anol","10 October 2018","nice fit... and light","3.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952549-170","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Osuummmm","22 November 2018","Osuummmm","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549952553-186","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","","","","","","null","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952536-141","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Madhukar Bhat","Worth it!","23 August 2018","Very comfortable to wear and real light weight. Good for jogging.","5.0 out of 5 stars","",""
"1549952536-137","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Shuvra","Good running shoes at it's price!","10 June 2018","Very light shoes that hold up good while running. The sole is foam and the head of the shoe is actually a mesh.
This helps the shoe breath and keep the feet dry. Running on the treadmill is easy but when jogging outdoors, noticed that the grip was not to fine and did not inspire confidence. However the foam sole along with the good quality insole absorb most of the shock.
The colors are exactly as shown and are neither gaudy nor very muted. Just the right amount.
Still have to see how durable the mesh on the head of the shoe is and how well the foam stands up to the rough running terrains but for a cost of INR1700, I am not complaining about these stylish pair of shoes.","5.0 out of 5 stars","",""
"1549952536-138","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Madhavan R","Nice but your choice","11 December 2018","Pros:
1. Impressingly light weight
2. Nice color
3. Mesh in the front makes good air circulation.
4. Perfect fit

Cons
1. Sole... You may not believe that they're giving such a poor sole.
2. I doubt the product genuine.

But as far as fit and comfort concerned i chose not to return the product.

It was very comfortable for my jump rope workout. But for running you may feel some lack of grip to the ground.","4.0 out of 5 stars","",""
"1549952553-185","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Basheer Ahamed","Not bad","6 November 2018","At price point it is good product","4.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952544-160","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vedbhushan kharode","Five Stars","26 August 2018","Is much good","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952549-172","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Deepak","not as expected","31 October 2018","Not as expected","3.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549952536-140","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ravi0159","Worthy","15 October 2018","Its very  light and comfortable i ran a 5k  yesterday and 10km today.if its work for 500 mile running total its worth it.take one size  up(if you were 8 go for 9 ) .5 star for normal use .4 star for running","4.0 out of 5 stars","",""
"1549952536-144","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vikram","Very light weight","6 November 2018","Quality is not great but @ this price it's expected but not long lasting I think.","4.0 out of 5 stars","",""
"1549952544-163","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","devendra singh","Too bad","15 November 2018","It's was not original product. It's was may be first copy.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952544-161","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Dev","Four Stars","10 July 2018","I wear it and I felt very comfortable and light weight..I enjoying with this shoes..","4.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952544-159","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","sawma pautu","Happy","18 November 2018","Good shoe","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952544-158","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Capt Mohit Patil","Great shoes that meets the eye","19 November 2018","A general review after a month.

The shoe fits great. Right from 1st fir till now. Easy to wash as well","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952553-179","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","vinay Mishra","#Average","14 December 2018","Not Up to mark","2.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952553-182","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vibek","Red tape","20 October 2018","Best shoes at the price 1116..I really love this product.....","4.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952553-183","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Deepak kaushik","Very Good","13 September 2018","Truly it is good quality product at this price. And very fast delivered. I got it only ₹1288 at offer and discount. Light weight.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952549-168","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Samrat Chaudhary","Ultimate Shoes 😁😁","5 September 2018","Ultimate shoes very light weight and excellent comfort .","4.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549952536-143","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","honcho","Very Good","11 November 2018","initially felt a bit -- OK type, but since last week i am finding it to be Very Good !","3.0 out of 5 stars","",""
"1549952549-167","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Akhil Shenoy","Comfortable","9 December 2018","Light weight","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549952540-149","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","RishiRaj Biswas","Excellent fit. Light weight.","19 October 2018","The shoe fit is according to size. It is extremely light weight. However, since I have not used it, I cannot review the quality.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952540-148","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","subhashree","Product is good size small","2 October 2018","Product is good but size is small than ur regular no","4.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952544-166","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","purohit sharma","Best running shoes","6 October 2018","One of the best running shoes. I ever came across.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952544-162","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ramachandran","Five Stars","23 August 2018","Good","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952540-150","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kundan k.","Value for money buy","16 October 2018","Product is better than in pic.
Great stuff at this Price of 1116 marvellous.go for it.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952540-155","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Pari😇😇","Don't buy it","17 October 2018","Wroth product. Waste of money.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952553-184","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Gautam kannoujiya","red tape is an emerging brand","14 November 2018","nice shoes with better quality and durability","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952549-174","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","abhishek rayan","Good Product","23 October 2018","Value for money.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549952553-177","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Anshuman singh","Good","15 November 2018","Nice","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952544-157","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","prince","As expected","15 January 2019","Product is Damm good....
after using few months but it is regular basis shoes","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549952536-145","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Karthik","Good one but not premium.","16 October 2018","Shoe colors are excellent.
I didn't like the mesh at dorsum of foot. It exposes directly to dust and mud and rain...","4.0 out of 5 stars","",""
"1549952540-153","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","noor alam","One Star","7 September 2018","Fit not","1.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549952553-178","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Debashree Biswas","Go for it","19 November 2018","Good buy","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549952540-147","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Karthik","Five Stars","22 August 2018","Very comfortable and Stylish","5.0 out of 5 stars","Next page→","https://www.amazon.in/Red-Tape-Green-Running-Shoes/product-reviews/B0756LWDJZ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
