web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549990644-43","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Swaroop Nandi","Awesome product...fast, easy and user friendly.","29 January 2019","Very easy and fast interface. Loved it. Alexa works great but only for amazon services like prime video and prime music. Alexa doesnt work for all other third party apps. But remote is very convenient. Easy to browse. Third party apps like hotstar etc work great.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549990650-64","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","DHANANJAY  MANOHAR MITHARE","BEYOND COMPARISON.","1 February 2019","BEST PRODUCT I HAVE EVER SEEN.BETTER THAN IMAGINATION.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549990647-58","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","saurabh kumar","Unable to pair with TV and Sound System","30 January 2019","My TV (Marq by flipkart) is not listed in fire stick data and because of that the remote is not able to pair with the TV. Also I have a F&D sound system and its is also not able to pair with the remote.","3.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549990632-10","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sai Reddy","Excellent Device for online content","1 February 2019","This device is very useful to watch online content through apps or browser. You can cast you mobile screen on TV.
People who have prime video, zee5, sun nxt aceess can enjoy more.
With this new device remote you can control your tv's volume or speaker system sound also can be used for turn off the instrument. This can be setup at equipment controls in device settings.
Bluetooth option also available so that you can pair headphones or speakers wirelessly.

Happy watching....","5.0 out of 5 stars","",""
"1549990668-121","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","KV","Extreemly Good, but for the remote - 2**","7 February 2019","Extreemly good but the remote is without dedicated Vol and mute buttons. Now amazon is giving the same, I request Amazon to give the latest remote at a discount price to earlier purchases.","3.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1549990641-38","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","uma shankar khedia","OUTPUT IS VERY BAD.","5 February 2019","FIRST GEN. STICK IS GOOD QUALITY OUTPUT IN AUDIO AND VIDEO.NEW STICK IS IS WORST QUALITY OUTPUT IN BOTH.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549990664-114","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Super Quality, Super Performance, Super Clearity👍🏻👍🏻👍🏻","10 February 2019","Very Nice Product👍🏻","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1549990662-104","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","A","Awesome","31 January 2019","Fantastic product","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1549990644-46","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","volume control doesnt work","29 January 2019","mail Volume control feature and mute button doesnt work on the Alexa remote control.
It is very difficult to give voice controls using Alexa too","2.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549990632-4","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Wonder product. Need JioTV app to close all DTH in India","4 February 2019","Very very nice product. After using it i have disconnected my DTH connection as it is useless. If u have a good data pack with mobile or broadband or dungle then use fire stick, not DTH. Aftet TRAI new rule, it is exepensive to see the normal paid channels. I have a request to Jio to provide JioTV app for fire stick.","5.0 out of 5 stars","",""
"1549990644-47","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Himanshu Rajpal","Good product","31 January 2019","I have bought all three fire sticks this one does the job perfectly UI is smooth  and its pocket friendly too . Best is the alexa remote.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549990659-100","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Deepu Sagar V","Voice typing need to be improved","8 February 2019","Inapp voice typing needed . Now typing is little bit difficult .","4.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1549990659-97","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rahul Patel","Good","12 February 2019","Good connectivity and best pictures quality and best in this price. after Mi box","4.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1549990653-73","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Anirban D.","Prime membership not included nor is there cashback equivalent","4 February 2019","No cashback for Prime membership. Don't buy without cash back I am going to return this and buy again when there is cashback offer","1.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549990653-71","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Abdulla M S","Very good","30 January 2019","for its good quality and durability and performance","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549990655-85","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Dr Meraj Ahmad Ansari","New feature","29 January 2019","Good one ,easy to connect with new feature","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549990650-67","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Marvellous","4 February 2019","Very useful.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549990650-61","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Tousif Sayyed","Volume control and Power off not working","12 February 2019","Volume control like mute, increase and decrease is not working, also power off button is not working. :(","3.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549990641-37","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Umesh Singh","Pathetic technical support team. Absolutely no knowledge on product and support.","5 February 2019","Product might be good but technical support team pathetic. I called thrice to resolve my TV n and volume control not working issue. Support person confirmed that Ffiresrick gen 2 do not have this functionality. Real surprise!! Amazon products say it's there. No option but to return product back.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549990650-66","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kapil Malhotra","Stopped working after 7 days","12 February 2019","Built quality is very poor and the product stopped working after a week. Got a free replacement but fingers crossed if it would last also.
Not expected from Amazon at all.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549990644-42","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ashish Miglani","Wifi issue","8 February 2019","While configuring itself, it was getting disconnected after every 5 mins. I believe proper testing is not done. I am worried if i order this again, same product shouldn't be delivered.  How can Amazon ensure this? Also i dont find any customer care number to inform about this","1.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549990653-74","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rahul","NOT SUPPORT YOUTUBE PAID MOVIE....USELESS DEVISE","4 February 2019","Yeasterday i purchase ""ZERO"" movie in hd on youtube....but can""t play my movie on fire tv stick.
Really dispotment.","3.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549990662-106","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vijay Kiran","Excellent","8 February 2019","Excellent","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1549990644-45","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Deblina Sarkar","Awesome","11 February 2019","Awesome experience. Great product and it's contents. Only requirement is very high speed WiFi broadband without which it's nothing. Make sure it's stable connection.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549990647-54","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","madhurima","A good one!","9 February 2019","I like this fire stick.
A good substitute for Netflix.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549990635-11","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Pratik Sharma","2nd Alexa is awesome..","30 January 2019","I upgraded my Firestick with this new 2nd gen Alexa remote firestick and it so convenient you can ask alexa to do anything on your firestick getting weather info in between any movie or series, asking to Turn on lights, asking to play your music playlist...and lots of other stuff","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549990653-77","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Aritrik Chaudhuri","Must buy","29 January 2019","Nice","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549990650-68","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","MEDIKUNDA","Go ahead","6 February 2019","Must have. Easy to set up and use","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549990664-115","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","BIJU Raghunath","Good","7 February 2019","Good","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1549990635-15","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sanat Kumar Karmakar","An ideal gift to my family.","7 February 2019","I have installed the fire tv stick with my Sony Bravia TV Model BX 32 (22"") and it is showing error like 'Unsupported signal check your device output'. Please help to solve the problem. It is not a HD TV.

Updated review: I have gifted the Fire TV Stick set to my daughter and son-in-low who are having a 24"" Sony HD ready TV. They are also Prime member.  The Tv Stick is working fine and no demit found.
I am fully satisfied.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549990638-24","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vimal Kumar","Good Seamless Operation","6 February 2019","Loved the product. No dobt the best and economical Wifi Streaming dongle out there. They have taken care of plugin issue by providing an HDMI extenstion wire ( was much needed). The navigation made seamless and an easy to use remote. The only issue seems to be Alexa's comprehension of our commands. Rest is good","4.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549990647-53","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","vivek","Great buy","29 January 2019","It's a pretty good device.
Doesn't have a lag, thanks to the sufficient internal memory.
Works good both on WiFi and cast mode.
Overall a good buy.
Go for the hardware with power and volume control.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549990647-55","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ashwin Bhokre","Buy only if you don't have smart tv","12 February 2019","Very few options for movies...
No new movies...
No big change in available movies or TV .
Mirroring is ok.","3.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549990659-94","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rozario P. Mariadassou","Good alternative to DTH","7 February 2019","Have reduced viewing Tatasky by almost 50% after installing the Firestick","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1549990638-28","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","IBRAHIM SIDDIQUE","New feature what they are charging extra for is not working","30 January 2019","New feature what they are talking about and charging extra is not working volume control like mute and increase and decrease is not working. Also power off button is not working","2.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549990664-118","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","samantasarkar","Nice product","12 February 2019","Just aswm","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1549990662-103","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","kuldeep padam","All very fast delivery in excellent condition","4 February 2019","Nothing to dislike","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1549990632-2","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Shekhar","In this version inbuild app Jio Cinema isn't working.","29 January 2019","Don't buy this version now if you want to play Jio Cinema moves. I am very sad as movies in  Jio Cinema aren't streaming  in  this advanced version of Amazon firestick though it was working fine in previous version. Media files Jio cinema are alway in buffer mode and not playing at all.  Moreover HotStar takes around 10 mins to launch. My WiFi speed is 50 Mbps. I trusted the brand so I bought in relaunch only without checking the review of the device and this made me unhappy with the big brand like amazon. I will return this advanced version and buy the initial version.  Prime Video's are streaming very well that's why i am giving rating 1.","1.0 out of 5 stars","",""
"1549990641-33","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nasir Khan","Perfect device for non smart tv","30 January 2019","Awesome... if you don't have smart TV but you TV has HDMI port then go for it. Your TV will become smart with this device. Alex will support this fire stick. You can ask alexa to launch you tube and other app...","5.0 out of 5 stars","Next page→","https://www.amazon.in/Stick-all-new-Remote-Streaming-Player/product-reviews/B0791YHVMK/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
