web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549687817-777","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Charmayne D. Thomas","One Star","April 10, 2015","Will not set up.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews"
"1549687683-413","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Kathryn Miller","I followed the description for picking the correct kindle I ...","February 13, 2015","I followed the description for picking the correct kindle I have but it does not really fit .  The buttons for turning it on and volume do not work.  It does not turn on when  opening or off when closed.  The cover does not really close with a magnetic closure as explained.  To turn the Kindle on I have to pry it out of the case also when I want to turn it off.  It does protect the Kindle though.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549687695-445","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Midwest Hacker","Price brings it down from a 5....","November 3, 2013","Nice design. Seems to be built sturdy and I would guess it will last for a while.  Easy to use. Cons:  Overpriced.......","3.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549687731-550","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Very cool!","February 1, 2014","My blue origami case is stylish and the folding stand works beautifully in the horizontal position; however, is doesn't work as well when I am reading using the Kindle vertically, which is usually how I read a book.  Other than than, I love it.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1549687680-410","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Kindle Customer","A Sad Tale . . .","May 9, 2016","This is likely a fine product but I'll never know. Got this for my wife who was traveling with her Kindle Fire and she couldn't try it before the 30-day return period ran out. It seems like there are many sizes of Kindle Fires and it is not easy to find anything on the Kindle to match with anything in the description.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549687669-377","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","TJ n Ohio","Quality, Durability & Usefulness","May 21, 2014","We looked at several different styles of protectors prior to choosing the origami style. We were hesitant at first because it looked bulky and too rigid to be convenient to use. However, after using it for several months I can confidently report it was the best option for me. I often use my Kindle for ""hands off"" reading like recipes and repair manuals. The origami stand is a perfect accessory for either portrait or landscape documents; and it is sturdy enough that when I need to navigate it doesn't fall over when I touch the controls on the screen (Big Plus). The durability is second to none. I put my kindle in the outside pocket of a thin carry-on bag. Forgetting it was there I checked the bag at the airport. I watched them treat the bag as expected while it loaded the plane, came off the plane and then was pounded to death by other luggage on the baggage claim carousel, but you could tell I wasn't worried because I had a slight grin on my face showing I was confident that the origami would protect my Kindle - which I am currently using to type this review.  I highly recommend this product with confidence and satisfaction!","5.0 out of 5 stars","",""
"1549687669-376","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Michael's_Amazon","I like this case but.......","May 22, 2014","I purchased this case at the same time I purchased the Fire HD.  I agree with majority of the positive reviews, it is a good looking case, I like like the color and texture.

However I also found the same problem a lot of other reviewers have experienced, the random powering on and off, the magnetic case cover not shutting the unit down when closed, or turning it on when opening.

Me being me, I looked the case over and decided to ""repair"" the cause of the problem myself.  I know this voided the warranty and I will not be able to return this case, but I like the case enough to accept that outcome.

The root issue is that the power ""button"" in the case protrudes slightly too much inside the case, making intermittent contact with the power button on the Kindle itself, causing all of the aforementioned complaints.  So I relieved the case of this problematic plastic button (more like a rivet, it is two pieces) and am very much pleased with the result.

Opening and closing the cover actually does exactly what it was designed to do now every single time, no exceptions.  So far I have not needed to press the power button, if I ever do I'll just use a pen/pencil tip, or take it out of the case.","4.0 out of 5 stars","",""
"1549687777-670","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","C D Oberholtzer","the stylus sticks to it, so it does not get lost.","December 6, 2013","The Amazon Kindle Fire HD Standing Leather Origami Case (Cover)
is magnetic and the stylus sticks to it, so it does not get lost.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1549687817-780","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","toby","Love it!!!!","December 14, 2013","So neat and flat. Perfect for transporting in my handbag. Just wish I did not have to do free advertising for Amazon  with the big logo on the back of it. Am not a fan of brand name labels.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews"
"1549687702-470","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Shanda M. Jeffries","It's a keeper","January 30, 2014","I'd been shopping around for a while and finally decided on the Kindle Fire. Then I shopped around a bit for a cover, and found that there are loads of them out there, all at different pricepoints. This one has stopped meetings, because people have asked to look at it. It's durable - I'm a clumsy person on occasion, and I have dropped it a couple of times, but you would never know it. It's also kinda handy in that one part of the cover is magnetic, and my stylus sticks to it quite handily when I forget to attach it using the clippy thing. :P This cover comes in a variety of colors, and for the price, it's well worth it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1549687762-632","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","J. Francis","Works great!","January 9, 2014","This was ordered to go along with the Kindle Fire HD.  It fits perfectly and my friend loves it! You won't be sorry you are protecting your Kindle.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1549687786-689","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","The SilverFox","Fantastic!!!","February 7, 2014","Just what I wanted.  I was surprised to learn that the lid turns the Kindle off.  Great.  The built in stand is very useful.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews"
"1549687797-716","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Karen Enderson","Great!","June 29, 2014","Protects my Kindle & stands it up when I want to view something.  It is sturdy & I love it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews"
"1549687716-503","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Cliente Kindle","You have to buy this cover","June 1, 2014","Excellent this cover gives a plus to my kindle, it is a complement. It makes it turn off and save battery as simple as close the book. It's hard cover and flexible at the same time. It's lighter, beautiful and versatil than others.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1549687810-753","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","nan","Five Stars","May 30, 2015","nice, protects the kindle great","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews"
"1549687762-631","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","souix","very functional case","June 9, 2014","this case is great.  I have not had any of the problems some other reviewers have had with the kindle turning itself off.  this case works perfect and it is so handy.  it is heavy, but I like that because I feel that my kindle is very well protected.  highly recommend.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1549687817-771","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Mary Rogers","Origami Kindle Case fits the purpose as designed perfectly","January 28, 2014","I bought this case and the Kindle for my husband as a Christmas present.  I specifically asked him last night his opinion regarding the case.  He replied
“It is well designed and sturdy, it has a great stand that really stands up without falling over if bumped.  It is big enough to do the job and small enough to fit into his jacket pocket.”  Thanks for asking","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews"
"1549687814-765","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","amy","kindle fire leather case","November 13, 2014","Nice cover fits well. I'm happy and would recommend","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
"1549687698-457","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","zeleke terefe","Great","December 24, 2013","Convenient to use and easy to Install. Much better than most cases in the market. Price is a bit high though.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549687755-620","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Karinlou","love it!","June 16, 2014","This case is almost perfect.  It protects my Kindle and is not bulky.  It works as a stand, although is somewhat unsteady if I need to touch the screen.  Also, if it turns off while on the stand, it requires closing the cover and opening it again to reactivate.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1549687727-535","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Vickiej","I had to return it","February 22, 2014","When the case was on the Kindle, it would turn it off.  I'm not sure if it was the magnets on the case or what.  Customer service didn't know either and they refunded my money and said they would have to have techs look at it.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1549687806-747","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","krzy612","Simple case, good price","January 5, 2014","This case works well and does well even when my grandchildren are playing when they visit. Good color and good makeup so far","4.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews"
"1549687751-607","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","perfectionseeker","Still learning.","March 4, 2014","Needs a flat surface to work really well. Since I like to use a pillow in bed to prop it on, it is less efficiant. But nice for a hard surface for sure.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1549687724-525","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Amanda S Nuernberg","Case works well","July 9, 2014","Great case! Fits perfectly to the new Kindle Fire. My husband likes the red color and the fact he can stand it in either the portrait or landscape position.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1549687806-743","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Sharon","Great protection with class.","January 19, 2014","Ordered for my wife for her ne kindle.  You'd a thought I had given her a diamond.  She loves it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews"
"1549687727-539","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Raghuvir Rai","Can read in both portrait and landscape mode","January 15, 2014","This is a good quality leather case.
Very useful to use Kindle without help of hands holding Kindle.
It is expensive.  One must have need to use Kindle hands free to justify the high price.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1549687782-674","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Kindle Customer  Richard","Love the Case!!!","March 14, 2014","My wife love the red and the Kindle Fire HD Standing Leather Origami Case is outstanding.  Love the easy way to set it up.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1549687782-673","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","J S","The item works well. The item works as expected","January 19, 2014","Deanna fits my Kindle device and functions as far as I know adequately. I may purchase again as needed in the future","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1549687767-644","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Kindle Customer","Ok but not outstanding","March 10, 2014","Too expensive for its use and quality.  Equivalent to the myriad of similar products it's not the best investment I expected.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1549687669-379","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Charles B.","Must be mislabeled","March 17, 2015","So I won a Fire HD 7 at a raffle.  Thought to get a cover for it and looking up decided to get the ""Offical Fire HD 7 Origami leather cover"" like the pros have. It arrived to day and looks awesome the cover bends all manner of awesome ways, but it doesn't fit my HD 7. So how can this be officially licensed product produced by Amazon for the Fire and it doesn't fit? I mean even the cutouts for the buttons and the headphone jacks are all in the wrong spots. So this weekend this sucker will be going back. Guess I will have to look harder at the details to find a cover to fit my Kindle. Darn shame too.","1.0 out of 5 stars","",""
"1549687797-713","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Gwen Gunnells","LOVE THE CASE","February 4, 2014","I have enjoyed the Origami case for my Kindle Fire.  I believe it protects the Kindle, but I also use it as my on/off switch as well.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews"
"1549687683-420","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Jim E. Heckel","I use this almost constantly","May 17, 2014","This is like my 5th Kindle and each one gets used progressively more. Now I have the Fire HD and I only wish now that I waited for the HDX. But my Fire HD is used for music, playing the drums, reading, gaming and social media all on a daily basis. Also, I take this baby with me to Uganda every 6 months and it's the best solution, provided one can obtain a Wi-Fi signal. It gets 5 stars for reliability, ease of use, speed and 'coolness.'","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549687680-406","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","MostlyCloudy","Much Better Quality than Anticipated","June 26, 2014","I did not realize just how well this case fit our Amazon Kindle Fire HD. It hugs it tight, and I love that it automatically turns the Kindle on and off depending upon if you open or close the cover. The case is held closed by magnets and they are just the right strength. You don't have to pry the case open with your fingers nor does it just flop open when being transported. We have owned this case for over a year now and it has held up extremely well.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549687777-666","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Texpenn59","The leather Origami case is very easy to use and puts the Kindle in just the ...","June 4, 2015","The leather Origami case is very easy to use and puts the Kindle in just the right position for what I want to do.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1549687724-524","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Happy Stitcher","Five Stars","August 28, 2017","Bought as a gift","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1549687758-627","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","Mary Lou Hiltibran","Five Stars","April 28, 2016","This was just what I was looking for.  Thank you for giving me the link.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews"
"1549687755-617","https://www.amazon.com/product-reviews/B00DR0BOSC/ref=cm_cr_dp_d_cmps_btm?ie=UTF8&reviewerType=all_reviews","sharon andresen","Laptop in cognito!","June 3, 2014","Have a lot of fun with this Kindle Fire. Almost like having a laptop computer. I use it mainly for Facebook, Games and searches. So glad I finally got one.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Amazon-Kindle-Standing-Leather-Origami/product-reviews/B00DR0BOSC/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
